CP083911.1_1	1223521.BBJX01000002_gene2833	2.03e-253	706.0	COG0593@1|root,COG0593@2|Bacteria,1MU5H@1224|Proteobacteria,2VHH0@28216|Betaproteobacteria,4AAHN@80864|Comamonadaceae	28216|Betaproteobacteria	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	-	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N
CP083911.1_2	535289.Dtpsy_0002	1.57e-199	560.0	COG0592@1|root,COG0592@2|Bacteria,1MVD9@1224|Proteobacteria,2VH9B@28216|Betaproteobacteria,4AAUR@80864|Comamonadaceae	28216|Betaproteobacteria	L	Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria	dnaN	-	2.7.7.7	ko:K02338	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_beta,DNA_pol3_beta_2,DNA_pol3_beta_3
CP083911.1_3	1223521.BBJX01000002_gene2831	0.0	1426.0	COG0187@1|root,COG0187@2|Bacteria,1MVKT@1224|Proteobacteria,2VI8N@28216|Betaproteobacteria,4AA3D@80864|Comamonadaceae	28216|Betaproteobacteria	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	gyrB	-	5.99.1.3	ko:K02470	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
CP083911.1_4	631362.Thi970DRAFT_04172	5.32e-228	644.0	COG1672@1|root,COG1672@2|Bacteria,1N4VD@1224|Proteobacteria,1RXZT@1236|Gammaproteobacteria,1WYYJ@135613|Chromatiales	135613|Chromatiales	S	AAA-ATPase	-	-	-	-	-	-	-	-	-	-	-	-	AAA-ATPase_like,PDDEXK_9
CP083911.1_5	1095769.CAHF01000014_gene3077	3.83e-198	553.0	COG0320@1|root,COG0320@2|Bacteria,1MVRD@1224|Proteobacteria,2VIFE@28216|Betaproteobacteria,472RW@75682|Oxalobacteraceae	28216|Betaproteobacteria	H	Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives	lipA	-	2.8.1.8	ko:K03644	ko00785,ko01100,map00785,map01100	-	R07767,R07768	RC01978	ko00000,ko00001,ko01000	-	-	-	LIAS_N,Radical_SAM
CP083911.1_6	1123504.JQKD01000003_gene531	7.32e-120	347.0	COG0321@1|root,COG0321@2|Bacteria,1MU6A@1224|Proteobacteria,2VQ1Y@28216|Betaproteobacteria,4ABST@80864|Comamonadaceae	28216|Betaproteobacteria	H	Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate	lipB	-	2.3.1.181	ko:K03801	ko00785,ko01100,map00785,map01100	-	R07766,R07769	RC00039,RC00992,RC02867	ko00000,ko00001,ko01000	-	-	-	BPL_LplA_LipB
CP083911.1_7	365046.Rta_03520	1.26e-34	120.0	COG2921@1|root,COG2921@2|Bacteria,1RGV5@1224|Proteobacteria,2VTY5@28216|Betaproteobacteria,4AEUT@80864|Comamonadaceae	28216|Betaproteobacteria	S	Belongs to the UPF0250 family	ybeD	-	-	ko:K09158	-	-	-	-	ko00000	-	-	-	DUF493
CP083911.1_8	1458427.BAWN01000029_gene1687	6.11e-41	143.0	COG3312@1|root,COG3312@2|Bacteria,1RJ13@1224|Proteobacteria,2VT87@28216|Betaproteobacteria,4AEH3@80864|Comamonadaceae	28216|Betaproteobacteria	C	ATP synthase	-	-	-	ko:K02116	-	-	-	-	ko00000,ko00194	3.A.2.1	-	-	ATP-synt_I
CP083911.1_9	397945.Aave_0366	4.31e-159	451.0	COG0356@1|root,COG0356@2|Bacteria,1MV87@1224|Proteobacteria,2VHR5@28216|Betaproteobacteria,4AARU@80864|Comamonadaceae	28216|Betaproteobacteria	C	it plays a direct role in the translocation of protons across the membrane	atpB	-	-	ko:K02108	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko03110	3.A.2.1	-	-	ATP-synt_A
CP083911.1_10	595537.Varpa_5513	2.87e-43	142.0	COG0636@1|root,32S3K@2|Bacteria,1N1NA@1224|Proteobacteria,2VTY0@28216|Betaproteobacteria,4AEWM@80864|Comamonadaceae	28216|Betaproteobacteria	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpE	-	-	ko:K02110	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_C
CP083911.1_11	296591.Bpro_0323	3e-60	190.0	COG0711@1|root,COG0711@2|Bacteria,1RHZ0@1224|Proteobacteria,2VRMS@28216|Betaproteobacteria,4ADHJ@80864|Comamonadaceae	28216|Betaproteobacteria	C	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0)	atpF	-	-	ko:K02109	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_B
CP083911.1_12	1458427.BAWN01000029_gene1683	5.97e-72	221.0	COG0712@1|root,COG0712@2|Bacteria,1MVRH@1224|Proteobacteria,2VSJV@28216|Betaproteobacteria,4ADN2@80864|Comamonadaceae	28216|Betaproteobacteria	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpH	-	-	ko:K02113	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	OSCP
CP083911.1_13	1265502.KB905966_gene1210	0.0	914.0	COG0056@1|root,COG0056@2|Bacteria,1MUG7@1224|Proteobacteria,2VHQU@28216|Betaproteobacteria,4AAYA@80864|Comamonadaceae	28216|Betaproteobacteria	F	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	atpA	-	3.6.3.14	ko:K02111	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N
CP083911.1_14	1458427.BAWN01000029_gene1681	9.73e-166	468.0	COG0224@1|root,COG0224@2|Bacteria,1MU28@1224|Proteobacteria,2VJBW@28216|Betaproteobacteria,4AC1G@80864|Comamonadaceae	28216|Betaproteobacteria	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex	atpG	-	-	ko:K02115	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt
CP083911.1_15	1265502.KB905966_gene1208	0.0	872.0	COG0055@1|root,COG0055@2|Bacteria,1MUFU@1224|Proteobacteria,2VHDZ@28216|Betaproteobacteria,4AAUZ@80864|Comamonadaceae	28216|Betaproteobacteria	F	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits	atpD	-	3.6.3.14	ko:K02112	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_N
CP083911.1_16	1458427.BAWN01000029_gene1679	1.01e-61	192.0	COG0355@1|root,COG0355@2|Bacteria,1RHE4@1224|Proteobacteria,2VR2R@28216|Betaproteobacteria,4ADIK@80864|Comamonadaceae	28216|Betaproteobacteria	C	Produces ATP from ADP in the presence of a proton gradient across the membrane	atpC	-	-	ko:K02114	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_DE,ATP-synt_DE_N
CP083911.1_17	652103.Rpdx1_0756	7e-126	373.0	COG0429@1|root,COG0429@2|Bacteria,1MWV1@1224|Proteobacteria,2TSMR@28211|Alphaproteobacteria,3K503@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Alpha/beta hydrolase family	-	-	-	ko:K07019	-	-	-	-	ko00000	-	-	-	Abhydrolase_1,Abhydrolase_6
CP083911.1_18	1458275.AZ34_00475	2.1e-74	229.0	2CDFS@1|root,32RXQ@2|Bacteria,1N09V@1224|Proteobacteria,2VR7P@28216|Betaproteobacteria,4AE2J@80864|Comamonadaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF2946)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2944
CP083911.1_19	864051.BurJ1DRAFT_4730	1.1e-67	209.0	COG0757@1|root,COG0757@2|Bacteria,1RDDT@1224|Proteobacteria,2VR4Y@28216|Betaproteobacteria,1KKZ9@119065|unclassified Burkholderiales	28216|Betaproteobacteria	E	Catalyzes a trans-dehydration via an enolate intermediate	aroQ	-	4.2.1.10	ko:K03786	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03084	RC00848	ko00000,ko00001,ko00002,ko01000	-	-	-	DHquinase_II
CP083911.1_20	358220.C380_02060	1.28e-71	224.0	COG3245@1|root,COG3245@2|Bacteria,1MZBZ@1224|Proteobacteria,2VMBB@28216|Betaproteobacteria,4ADS8@80864|Comamonadaceae	28216|Betaproteobacteria	C	PFAM Cytochrome c, class I	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrome_CBB3
CP083911.1_22	1380387.JADM01000022_gene4146	8.49e-156	450.0	COG0420@1|root,COG0420@2|Bacteria,1MY4X@1224|Proteobacteria,1RSFB@1236|Gammaproteobacteria,1XQXQ@135619|Oceanospirillales	135619|Oceanospirillales	L	Calcineurin-like phosphoesterase	-	-	-	-	-	-	-	-	-	-	-	-	Metallophos
CP083911.1_23	1397528.Q671_02530	2.06e-159	496.0	COG0419@1|root,COG0419@2|Bacteria,1MXMI@1224|Proteobacteria,1S0N4@1236|Gammaproteobacteria,1XNNY@135619|Oceanospirillales	135619|Oceanospirillales	L	AAA domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_15,AAA_23
CP083911.1_24	713587.THITH_09355	5.94e-291	835.0	COG1353@1|root,COG1353@2|Bacteria,1NB2Y@1224|Proteobacteria	1224|Proteobacteria	S	TIGRFAM CRISPR-associated protein Csm1	cas10	-	-	ko:K07016	-	-	-	-	ko00000,ko02048	-	-	-	-
CP083911.1_25	1255043.TVNIR_1460	5.73e-39	137.0	COG1421@1|root,COG1421@2|Bacteria,1NFA9@1224|Proteobacteria	1224|Proteobacteria	L	TIGRFAM CRISPR-associated protein, Csm2 family	-	-	-	ko:K19138	-	-	-	-	ko00000,ko02048	-	-	-	Csm2_III-A
CP083911.1_26	946483.Cenrod_0807	9.71e-91	274.0	COG1337@1|root,COG1337@2|Bacteria,1RBCM@1224|Proteobacteria,2VRVV@28216|Betaproteobacteria	28216|Betaproteobacteria	L	RAMP superfamily	-	-	-	ko:K09002	-	-	-	-	ko00000,ko02048	-	-	-	RAMPs
CP083911.1_27	713587.THITH_09340	9.04e-81	254.0	COG1567@1|root,COG1567@2|Bacteria,1RBVP@1224|Proteobacteria,1SMNF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	CRISPR-associated RAMP protein, Csm4 family	-	-	-	ko:K19139	-	-	-	-	ko00000,ko02048	-	-	-	-
CP083911.1_29	946483.Cenrod_0802	6.31e-98	299.0	COG5551@1|root,COG5551@2|Bacteria,1R5YY@1224|Proteobacteria,2VQ2W@28216|Betaproteobacteria	28216|Betaproteobacteria	S	CRISPR-associated endoribonuclease Cas6	-	-	-	-	-	-	-	-	-	-	-	-	CRISPR_Cas6
CP083911.1_30	686340.Metal_2237	2.58e-12	64.7	COG1343@1|root,COG1343@2|Bacteria,1NCYJ@1224|Proteobacteria,1SEGT@1236|Gammaproteobacteria,1XGV0@135618|Methylococcales	135618|Methylococcales	L	CRISPR associated protein Cas2	-	-	-	-	-	-	-	-	-	-	-	-	CRISPR_Cas2
CP083911.1_31	522306.CAP2UW1_2193	4.85e-115	343.0	COG1518@1|root,COG1518@2|Bacteria,1MUKK@1224|Proteobacteria,2VKH8@28216|Betaproteobacteria	28216|Betaproteobacteria	L	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. Involved in the integration of spacer DNA into the CRISPR cassette	cas1	-	-	ko:K15342	-	-	-	-	ko00000,ko02048,ko03400	-	-	-	Cas_Cas1
CP083911.1_32	522306.CAP2UW1_2192	1e-27	104.0	COG1343@1|root,COG1343@2|Bacteria,1NKK5@1224|Proteobacteria,2VW7S@28216|Betaproteobacteria	28216|Betaproteobacteria	L	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease. Involved in the integration of spacer DNA into the CRISPR cassette	-	-	-	-	-	-	-	-	-	-	-	-	CRISPR_Cas2
CP083911.1_33	349124.Hhal_0624	1.09e-18	81.3	2E4K4@1|root,32ZF3@2|Bacteria,1NACK@1224|Proteobacteria,1SD57@1236|Gammaproteobacteria,1X18P@135613|Chromatiales	135613|Chromatiales	S	CRISPR-associated protein, VVA1548 family	-	-	-	ko:K19145	-	-	-	-	ko00000,ko02048	-	-	-	Cas_VVA1548
CP083911.1_34	686340.Metal_2288	3.62e-90	283.0	COG4006@1|root,COG4006@2|Bacteria,1Q184@1224|Proteobacteria,1THD3@1236|Gammaproteobacteria,1XGAY@135618|Methylococcales	135618|Methylococcales	S	Domain of unknown function (DUF1887)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1887
CP083911.1_35	631362.Thi970DRAFT_01734	2.66e-93	291.0	COG0745@1|root,COG0745@2|Bacteria,1QIP8@1224|Proteobacteria,1S31X@1236|Gammaproteobacteria,1WZNU@135613|Chromatiales	135613|Chromatiales	KT	TIGRFAM CRISPR-associated protein, NE0113	-	-	-	-	-	-	-	-	-	-	-	-	Cas_NE0113
CP083911.1_36	946483.Cenrod_0841	2.61e-237	684.0	COG1816@1|root,COG1816@2|Bacteria,1MWBV@1224|Proteobacteria,2VI56@28216|Betaproteobacteria,4AB7B@80864|Comamonadaceae	28216|Betaproteobacteria	F	Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism	add	-	3.5.4.2,3.5.4.4	ko:K01488,ko:K21053	ko00230,ko01100,ko05340,map00230,map01100,map05340	-	R01244,R01560,R02556	RC00477	ko00000,ko00001,ko01000	-	-	-	A_deaminase
CP083911.1_37	1158292.JPOE01000005_gene931	1.3e-266	741.0	COG3039@1|root,COG3039@2|Bacteria,1MVTU@1224|Proteobacteria,2VK8B@28216|Betaproteobacteria	28216|Betaproteobacteria	L	PFAM Transposase	-	-	-	ko:K07481	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772
