HOICKCKO_00001	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
HOICKCKO_00002	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
HOICKCKO_00003	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
HOICKCKO_00004	CDS	297				hypothetical protein
HOICKCKO_00005	CDS	777	yaaA		COG3022	Peroxide stress resistance protein YaaA
HOICKCKO_00006	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
HOICKCKO_00007	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
HOICKCKO_00008	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
HOICKCKO_00009	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
HOICKCKO_00010	CDS	714				hypothetical protein
HOICKCKO_00011	CDS	405				hypothetical protein
HOICKCKO_00012	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
HOICKCKO_00013	CDS	1131	dnaJ		COG0484	Chaperone protein DnaJ
HOICKCKO_00014	CDS	1113			COG3385	IS4 family transposase IS421
HOICKCKO_00015	CDS	141				hypothetical protein
HOICKCKO_00016	CDS	153	hokC_1			Toxic protein HokC
HOICKCKO_00017	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
HOICKCKO_00018	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
HOICKCKO_00019	CDS	378			COG1662	IS1 family transposase IS1A
HOICKCKO_00020	CDS	276			COG1662	IS1 family transposase IS1A
HOICKCKO_00021	CDS	264	rpsT		COG0268	30S ribosomal protein S20
HOICKCKO_00022	CDS	942	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
HOICKCKO_00023	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
HOICKCKO_00024	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
HOICKCKO_00025	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
HOICKCKO_00026	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
HOICKCKO_00027	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
HOICKCKO_00028	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
HOICKCKO_00029	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
HOICKCKO_00030	CDS	3222	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
HOICKCKO_00031	CDS	396				hypothetical protein
HOICKCKO_00032	CDS	591	yrdA_1		COG0663	Protein YrdA
HOICKCKO_00033	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
HOICKCKO_00034	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
HOICKCKO_00035	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
HOICKCKO_00036	CDS	1143	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
HOICKCKO_00037	CDS	1515	caiT_1		COG1292	L-carnitine/gamma-butyrobetaine antiporter
HOICKCKO_00038	CDS	771	fixA_1		COG2086	Protein FixA
HOICKCKO_00039	CDS	942	fixB_1		COG2025	Protein FixB
HOICKCKO_00040	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
HOICKCKO_00041	CDS	288	fixX_1		COG2440	Ferredoxin-like protein FixX
HOICKCKO_00042	CDS	1332	ygcS_1			Inner membrane metabolite transport protein YgcS
HOICKCKO_00043	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
HOICKCKO_00044	CDS	1863	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
HOICKCKO_00045	CDS	591	folA	1.5.1.3	COG0262	Dihydrofolate reductase
HOICKCKO_00046	CDS	843	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
HOICKCKO_00047	CDS	378	apaG		COG2967	Protein ApaG
HOICKCKO_00048	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
HOICKCKO_00049	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
HOICKCKO_00050	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
HOICKCKO_00051	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
HOICKCKO_00052	CDS	816	djlA		COG1076	Co-chaperone protein DjlA
HOICKCKO_00053	CDS	651				hypothetical protein
HOICKCKO_00054	CDS	159				hypothetical protein
HOICKCKO_00055	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
HOICKCKO_00056	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
HOICKCKO_00057	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
HOICKCKO_00058	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
HOICKCKO_00059	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
HOICKCKO_00060	CDS	1701	araB	2.7.1.16	COG1069	Ribulokinase
HOICKCKO_00061	CDS	879	araC			Arabinose operon regulatory protein
HOICKCKO_00062	CDS	765	yabI		COG0586	Inner membrane protein YabI
HOICKCKO_00063	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
HOICKCKO_00064	CDS	1611				hypothetical protein
HOICKCKO_00065	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
HOICKCKO_00066	CDS	1656	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
HOICKCKO_00067	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
HOICKCKO_00068	CDS	1179	setA			Sugar efflux transporter A
HOICKCKO_00069	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
HOICKCKO_00070	CDS	1401	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
HOICKCKO_00071	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
HOICKCKO_00072	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
HOICKCKO_00073	CDS	945	leuO			HTH-type transcriptional regulator LeuO
HOICKCKO_00074	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
HOICKCKO_00075	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
HOICKCKO_00076	CDS	1005	cra		COG1609	Catabolite repressor/activator
HOICKCKO_00077	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
HOICKCKO_00078	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
HOICKCKO_00079	CDS	366	ftsL		COG3116	Cell division protein FtsL
HOICKCKO_00080	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
HOICKCKO_00081	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
HOICKCKO_00082	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
HOICKCKO_00083	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
HOICKCKO_00084	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
