PNJLHNBB_00001	CDS	1455	dnaA		COG0593	Chromosomal replication initiator protein DnaA
PNJLHNBB_00002	CDS	1107	dnaN		COG0592	Beta sliding clamp
PNJLHNBB_00003	CDS	2592	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
PNJLHNBB_00004	CDS	1560				hypothetical protein
PNJLHNBB_00005	CDS	984	lipA	2.8.1.8	COG0320	Lipoyl synthase
PNJLHNBB_00006	CDS	672	lipB	2.3.1.181	COG0321	Octanoyltransferase
PNJLHNBB_00007	CDS	270				hypothetical protein
PNJLHNBB_00008	CDS	567				hypothetical protein
PNJLHNBB_00009	CDS	879	atpB		COG0356	ATP synthase subunit a
PNJLHNBB_00010	CDS	246	atpH_1			ATP synthase subunit c
PNJLHNBB_00011	CDS	471	atpF		COG0711	ATP synthase subunit b
PNJLHNBB_00012	CDS	531	atpH_2		COG0712	ATP synthase subunit delta
PNJLHNBB_00013	CDS	1557	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
PNJLHNBB_00014	CDS	870	atpG		COG0224	ATP synthase gamma chain
PNJLHNBB_00015	CDS	1410	atpD1	7.1.2.2		ATP synthase subunit beta 1
PNJLHNBB_00016	CDS	417	atpC		COG0355	ATP synthase epsilon chain
PNJLHNBB_00017	CDS	1122				hypothetical protein
PNJLHNBB_00018	CDS	573				hypothetical protein
PNJLHNBB_00019	CDS	477	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
PNJLHNBB_00020	CDS	507				hypothetical protein
PNJLHNBB_00021	tRNA	76				tRNA-Arg(ccg)
PNJLHNBB_00022	CDS	348				hypothetical protein
PNJLHNBB_00023	CDS	1134				hypothetical protein
PNJLHNBB_00024	CDS	2718	smc_1			Chromosome partition protein Smc
PNJLHNBB_00025	CDS	2745				hypothetical protein
PNJLHNBB_00026	CDS	480				hypothetical protein
PNJLHNBB_00027	CDS	729	csm3	3.1.-.-	COG1337	CRISPR system Cms endoribonuclease Csm3
PNJLHNBB_00028	CDS	936				hypothetical protein
PNJLHNBB_00029	CDS	1596				hypothetical protein
PNJLHNBB_00030	CDS	975				hypothetical protein
	repeat_region	1446				
PNJLHNBB_00031	CDS	303	cas2_1	3.1.-.-		CRISPR-associated endoribonuclease Cas2
PNJLHNBB_00032	CDS	966	cas1_1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
PNJLHNBB_00033	CDS	354	cas2_2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
PNJLHNBB_00034	CDS	309				hypothetical protein
PNJLHNBB_00035	CDS	1173				hypothetical protein
PNJLHNBB_00036	CDS	1134				hypothetical protein
PNJLHNBB_00037	CDS	2208	add_1	3.5.4.4		Adenosine deaminase
PNJLHNBB_00038	CDS	1497			COG3039	IS5 family transposase ISXoo5
PNJLHNBB_00039	CDS	444	flhC_1			Flagellar transcriptional regulator FlhC
PNJLHNBB_00040	CDS	465				hypothetical protein
PNJLHNBB_00041	CDS	825				IS3 family transposase ISCte2
PNJLHNBB_00042	CDS	726				hypothetical protein
PNJLHNBB_00043	CDS	438				hypothetical protein
PNJLHNBB_00044	CDS	459				hypothetical protein
PNJLHNBB_00045	CDS	816	nimR			HTH-type transcriptional regulator NimR
PNJLHNBB_00046	CDS	390				hypothetical protein
PNJLHNBB_00047	CDS	387				hypothetical protein
PNJLHNBB_00048	CDS	168				hypothetical protein
PNJLHNBB_00049	CDS	372				hypothetical protein
PNJLHNBB_00050	CDS	450				hypothetical protein
PNJLHNBB_00051	CDS	333				hypothetical protein
PNJLHNBB_00052	CDS	606				hypothetical protein
PNJLHNBB_00053	CDS	504	arsC	1.20.4.4	COG0394	Arsenate reductase
PNJLHNBB_00054	CDS	1068	acr3		COG0798	Arsenical-resistance protein Acr3
PNJLHNBB_00055	CDS	528				hypothetical protein
PNJLHNBB_00056	CDS	267				hypothetical protein
PNJLHNBB_00057	CDS	351				hypothetical protein
PNJLHNBB_00058	CDS	672	qseB_1			Transcriptional regulatory protein QseB
PNJLHNBB_00059	CDS	1377	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
PNJLHNBB_00060	CDS	627	yibF		COG0625	putative GST-like protein YibF
PNJLHNBB_00061	CDS	1470	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
PNJLHNBB_00062	CDS	429				hypothetical protein
PNJLHNBB_00063	CDS	1650	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
